no,Moisture_value,Class
1558,564,Adequate
1559,562,Adequate
1560,561,Adequate
1561,561,Adequate
1562,560,Adequate
1563,559,Adequate
1564,557,Adequate
1565,557,Adequate
1566,557,Adequate
1567,557,Adequate
1568,556,Adequate
1569,556,Adequate
1570,555,Adequate
1571,555,Adequate
1572,555,Adequate
1573,555,Adequate
1574,555,Adequate
1575,555,Adequate
1576,680,Adequate
1577,677,Adequate
1578,676,Adequate
1579,676,Adequate
1580,677,Adequate
1581,678,Adequate
1582,677,Adequate
1583,676,Adequate
1584,676,Adequate
1585,676,Adequate
1586,676,Adequate
1587,677,Adequate
1588,676,Adequate
1589,676,Adequate
1590,677,Adequate
1591,677,Adequate
1592,677,Adequate
1593,678,Adequate
1594,677,Adequate
1595,676,Adequate
1596,676,Adequate
1597,676,Adequate
1598,676,Adequate
1599,676,Adequate
1600,415,Wet
1601,442,Wet
1602,447,Wet
1603,447,Wet
1604,447,Wet
1605,447,Wet
1606,446,Wet
1607,446,Wet
1608,445,Wet
1609,442,Wet
1610,442,Wet
1611,441,Wet
1612,441,Wet
1613,440,Wet
1614,440,Wet
1615,439,Wet
1616,439,Wet
1617,439,Wet
1618,437,Wet
1619,437,Wet
1620,436,Wet
1621,436,Wet
1622,436,Wet
1623,434,Wet
1624,434,Wet
1625,433,Wet
1626,433,Wet
1627,433,Wet
1628,433,Wet
1629,432,Wet
1630,432,Wet
1631,541,Adequate
1632,543,Adequate
1633,542,Adequate
1634,542,Adequate
1635,543,Adequate
1636,543,Adequate
1637,543,Adequate
1638,543,Adequate
1639,543,Adequate
1640,543,Adequate
1641,543,Adequate
1642,544,Adequate
1643,544,Adequate
1644,544,Adequate
1645,544,Adequate
1646,545,Adequate
1647,545,Adequate
1648,545,Adequate
1649,545,Adequate
1650,545,Adequate
1651,545,Adequate
1652,545,Adequate
1653,546,Adequate
1654,546,Adequate
1655,546,Adequate
1656,546,Adequate
1657,546,Adequate
1658,546,Adequate
1659,546,Adequate
1660,546,Adequate
1661,546,Adequate
1662,546,Adequate
1663,546,Adequate
1664,546,Adequate
1665,546,Adequate
1666,547,Adequate
1667,547,Adequate
1668,547,Adequate
1669,547,Adequate
1670,547,Adequate
1671,547,Adequate
1672,547,Adequate
1673,547,Adequate
1674,547,Adequate
1675,547,Adequate
1676,547,Adequate
1677,547,Adequate
1678,547,Adequate
1679,547,Adequate
1680,547,Adequate
1681,547,Adequate
1682,547,Adequate
1683,547,Adequate
1684,547,Adequate
1685,547,Adequate
1686,547,Adequate
1687,547,Adequate
1688,547,Adequate
1689,547,Adequate
1690,547,Adequate
1691,547,Adequate
1692,547,Adequate
1693,547,Adequate
1694,547,Adequate
1695,547,Adequate
1696,547,Adequate
1697,547,Adequate
1698,547,Adequate
1699,547,Adequate
1700,547,Adequate
1701,547,Adequate
1702,548,Adequate
1703,549,Adequate
1704,549,Adequate
1705,547,Adequate
1706,548,Adequate
1707,548,Adequate
1708,548,Adequate
1709,548,Adequate
1710,549,Adequate
1711,548,Adequate
1712,549,Adequate
1713,549,Adequate
1714,549,Adequate
1715,549,Adequate
1716,549,Adequate
1717,549,Adequate
1718,549,Adequate
1719,549,Adequate
1720,549,Adequate
1721,549,Adequate
1722,549,Adequate
1723,548,Adequate
1724,548,Adequate
1725,549,Adequate
1726,548,Adequate
1727,548,Adequate
1728,548,Adequate
1729,549,Adequate
1730,549,Adequate
1731,549,Adequate
1732,549,Adequate
1733,548,Adequate
1734,548,Adequate
1735,689,Adequate
1736,691,Adequate
1737,691,Adequate
1738,692,Adequate
1739,692,Adequate
1740,693,Adequate
1741,694,Adequate
1742,694,Adequate
1743,694,Adequate
1744,694,Adequate
1745,694,Adequate
1746,696,Adequate
1747,696,Adequate
1748,696,Adequate
1749,696,Adequate
1750,689,Adequate
1751,689,Adequate
1752,689,Adequate
1753,689,Adequate
1754,689,Adequate
1755,689,Adequate
1756,689,Adequate
1757,689,Adequate
1758,690,Adequate
1759,689,Adequate
1760,689,Adequate
1761,690,Adequate
1762,690,Adequate
1763,690,Adequate
1764,690,Adequate
1765,690,Adequate
1766,691,Adequate
1767,691,Adequate
1768,690,Adequate
1769,691,Adequate
1770,691,Adequate
1771,710,Adequate
1772,718,Adequate
1773,720,Adequate
1774,721,Adequate
1775,721,Adequate
1776,721,Adequate
1777,721,Adequate
1778,721,Adequate
1779,722,Adequate
1780,722,Adequate
1781,722,Adequate
1782,722,Adequate
1783,722,Adequate
1784,722,Adequate
1785,723,Adequate
1786,722,Adequate
1787,725,Adequate
1788,724,Adequate
1789,725,Adequate
1790,724,Adequate
1791,724,Adequate
1792,725,Adequate
1793,725,Adequate
1794,725,Adequate
1795,725,Adequate
1796,725,Adequate
1797,725,Adequate
1798,725,Adequate
1799,726,Adequate
1800,726,Adequate
1801,725,Adequate
1802,726,Adequate
1803,726,Adequate
1804,726,Adequate
1805,726,Adequate
1806,726,Adequate
1807,726,Adequate
1808,726,Adequate
1809,726,Adequate
1810,726,Adequate
1811,726,Adequate
1812,726,Adequate
1813,726,Adequate
1814,726,Adequate
1815,726,Adequate
1816,726,Adequate
1817,726,Adequate
1818,726,Adequate
1819,727,Adequate
1820,727,Adequate
1821,726,Adequate
1822,727,Adequate
1823,727,Adequate
1824,727,Adequate
1825,727,Adequate
1826,727,Adequate
1827,727,Adequate
1828,729,Adequate
1829,729,Adequate
1830,728,Adequate
1831,727,Adequate
1832,728,Adequate
1833,728,Adequate
1834,728,Adequate
1835,728,Adequate
1836,728,Adequate
1837,728,Adequate
1838,730,Adequate
1839,730,Adequate
1840,732,Adequate
1841,732,Adequate
1842,733,Adequate
1843,732,Adequate
1844,734,Adequate
1845,734,Adequate
1846,734,Adequate
1847,734,Adequate
1848,734,Adequate
1849,734,Adequate
1850,735,Adequate
1851,735,Adequate
1852,735,Adequate
1853,735,Adequate
1854,736,Adequate
1855,736,Adequate
1856,736,Adequate
1857,736,Adequate
1858,736,Adequate
1859,736,Adequate
1860,736,Adequate
1861,736,Adequate
1862,736,Adequate
1863,737,Adequate
1864,737,Adequate
1865,738,Adequate
1866,738,Adequate
1867,738,Adequate
1868,738,Adequate
1869,738,Adequate
1870,738,Adequate
1871,738,Adequate
1872,738,Adequate
1873,738,Adequate
1874,738,Adequate
1875,739,Adequate
1876,739,Adequate
1877,739,Adequate
1878,739,Adequate
1879,739,Adequate
1880,739,Adequate
1881,739,Adequate
1882,739,Adequate
1883,739,Adequate
1884,739,Adequate
1885,739,Adequate
1886,739,Adequate
1887,739,Adequate
1888,740,Adequate
1889,739,Adequate
1890,740,Adequate
1891,740,Adequate
1892,740,Adequate
1893,740,Adequate
1894,740,Adequate
1895,740,Adequate
1896,740,Adequate
1897,740,Adequate
1898,740,Adequate
1899,740,Adequate
1900,740,Adequate
1901,740,Adequate
1902,740,Adequate
1903,740,Adequate
1904,740,Adequate
1905,740,Adequate
1906,741,Adequate
1907,740,Adequate
1908,740,Adequate
1909,741,Adequate
1910,741,Adequate
1911,741,Adequate
1912,741,Adequate
1913,741,Adequate
1914,741,Adequate
1915,741,Adequate
1916,741,Adequate
1917,741,Adequate
1918,769,Adequate
1919,769,Adequate
1920,769,Adequate
1921,870,Adequate
1922,867,Adequate
1923,868,Adequate
1924,868,Adequate
1925,869,Adequate
1926,869,Adequate
1927,869,Adequate
1928,869,Adequate
1929,869,Adequate
1930,870,Adequate
1931,870,Adequate
1932,870,Adequate
1933,870,Adequate
1934,870,Adequate
1935,871,Adequate
1936,870,Adequate
1937,871,Adequate
1938,870,Adequate
1939,871,Adequate
1940,871,Adequate
1941,871,Adequate
1942,871,Adequate
1943,871,Adequate
1944,871,Adequate
1945,872,Adequate
1946,872,Adequate
1947,873,Adequate
1948,872,Adequate
1949,872,Adequate
1950,872,Adequate
1951,873,Adequate
1952,873,Adequate
1953,873,Adequate
1954,873,Adequate
1955,873,Adequate
1956,871,Adequate
1957,871,Adequate
1958,872,Adequate
1959,873,Adequate
1960,873,Adequate
1961,872,Adequate
1962,871,Adequate
1963,872,Adequate
1964,873,Adequate
1965,873,Adequate
1966,873,Adequate
1967,873,Adequate
1968,873,Adequate
1969,873,Adequate
1970,404,Wet
1971,442,Wet
1972,464,Wet
1973,471,Wet
1974,475,Wet
1975,471,Wet
1976,470,Wet
1977,463,Wet
1978,483,Wet
1979,470,Wet
1980,461,Wet
1981,460,Wet
1982,459,Wet
1983,458,Wet
1984,457,Wet
1985,457,Wet
1986,456,Wet
1987,456,Wet
1988,456,Wet
1989,454,Wet
1990,454,Wet
1991,454,Wet
1992,452,Wet
1993,452,Wet
1994,452,Wet
1995,451,Wet
1996,451,Wet
1997,450,Wet
1998,450,Wet
1999,450,Wet
2000,450,Wet
2001,450,Wet
2002,449,Wet
2003,449,Wet
2004,449,Wet
2005,448,Wet
2006,448,Wet
2007,448,Wet
2008,448,Wet
2009,447,Wet
2010,447,Wet
2011,447,Wet
2012,447,Wet
2013,446,Wet
2014,446,Wet
2015,446,Wet
2016,446,Wet
2017,445,Wet
2018,444,Wet
2019,442,Wet
2020,442,Wet
2021,442,Wet
2022,441,Wet
2023,441,Wet
2024,441,Wet
2025,441,Wet
2026,440,Wet
2027,440,Wet
2028,440,Wet
2029,440,Wet
2030,440,Wet
2031,439,Wet
2032,509,Adequate
2033,658,Adequate
2034,653,Adequate
2035,654,Adequate
2036,656,Adequate
2037,657,Adequate
2038,661,Adequate
2039,663,Adequate
2040,665,Adequate
2041,666,Adequate
2042,666,Adequate
2043,666,Adequate
2044,666,Adequate
2045,667,Adequate
2046,667,Adequate
2047,666,Adequate
2048,666,Adequate
2049,667,Adequate
2050,667,Adequate
2051,667,Adequate
2052,668,Adequate
2053,668,Adequate
2054,667,Adequate
2055,668,Adequate
2056,668,Adequate
2057,669,Adequate
2058,670,Adequate
2059,670,Adequate
2060,670,Adequate
2061,670,Adequate
2062,672,Adequate
2063,670,Adequate
2064,672,Adequate
2065,672,Adequate
2066,672,Adequate
2067,672,Adequate
2068,672,Adequate
2069,672,Adequate
2070,672,Adequate
2071,672,Adequate
2072,672,Adequate
2073,672,Adequate
2074,754,Adequate
2075,754,Adequate
2076,754,Adequate
2077,754,Adequate
2078,754,Adequate
2079,754,Adequate
2080,754,Adequate
2081,754,Adequate
2082,754,Adequate
2083,754,Adequate
2084,754,Adequate
2085,754,Adequate
2086,754,Adequate
2087,754,Adequate
2088,754,Adequate
2089,754,Adequate
2090,754,Adequate
2091,754,Adequate
2092,750,Adequate
2093,753,Adequate
2094,754,Adequate
2095,753,Adequate
2096,754,Adequate
2097,754,Adequate
2098,754,Adequate
2099,754,Adequate
2100,754,Adequate
2101,750,Adequate
2102,753,Adequate
2103,753,Adequate
2104,754,Adequate
2105,754,Adequate
2106,748,Adequate
2107,750,Adequate
2108,750,Adequate
2109,753,Adequate
2110,753,Adequate
2111,753,Adequate
2112,754,Adequate
2113,754,Adequate
2114,754,Adequate
2115,754,Adequate
2116,754,Adequate
2117,754,Adequate
2118,754,Adequate
2119,754,Adequate
2120,754,Adequate
2121,752,Adequate
2122,750,Adequate
2123,752,Adequate
2124,753,Adequate
2125,753,Adequate
2126,753,Adequate
2127,754,Adequate
2128,754,Adequate
2129,754,Adequate
2130,754,Adequate
2131,754,Adequate
2132,756,Adequate
2133,748,Adequate
2134,749,Adequate
2135,749,Adequate
2136,749,Adequate
2137,750,Adequate
2138,750,Adequate
2139,751,Adequate
2140,753,Adequate
2141,753,Adequate
2142,754,Adequate
2143,754,Adequate
2144,754,Adequate
2145,754,Adequate
2146,1024,Dry
2147,832,Adequate
2148,834,Adequate
2149,834,Adequate
2150,835,Adequate
2151,835,Adequate
2152,835,Adequate
2153,835,Adequate
2154,835,Adequate
2155,835,Adequate
2156,835,Adequate
2157,836,Adequate
2158,836,Adequate
2159,836,Adequate
2160,836,Adequate
2161,836,Adequate
2162,836,Adequate
2163,836,Adequate
2164,838,Adequate
2165,837,Adequate
2166,836,Adequate
2167,838,Adequate
2168,837,Adequate
2169,838,Adequate
2170,838,Adequate
2171,837,Adequate
2172,838,Adequate
2173,840,Adequate
2174,840,Adequate
2175,840,Adequate
2176,840,Adequate
2177,840,Adequate
2178,840,Adequate
2179,840,Adequate
2180,840,Adequate
2181,840,Adequate
2182,840,Adequate
2183,840,Adequate
2184,841,Adequate
2185,840,Adequate
2186,841,Adequate
2187,841,Adequate
2188,841,Adequate
2189,841,Adequate
2190,841,Adequate
2191,841,Adequate
2192,841,Adequate
2193,841,Adequate
2194,841,Adequate
2195,841,Adequate
2196,841,Adequate
2197,841,Adequate
2198,841,Adequate
2199,842,Adequate
2200,842,Adequate
2201,842,Adequate
2202,842,Adequate
2203,842,Adequate
2204,842,Adequate
2205,842,Adequate
2206,842,Adequate
2207,842,Adequate
2208,842,Adequate
2209,842,Adequate
2210,843,Adequate
2211,843,Adequate
2212,843,Adequate
2213,843,Adequate
2214,843,Adequate
2215,843,Adequate
2216,843,Adequate
2217,843,Adequate
2218,843,Adequate
2219,843,Adequate
2220,843,Adequate
2221,844,Adequate
2222,843,Adequate
2223,843,Adequate
2224,845,Adequate
2225,845,Adequate
2226,845,Adequate
2227,843,Adequate
2228,845,Adequate
2229,845,Adequate
2230,845,Adequate
2231,845,Adequate
2232,845,Adequate
2233,845,Adequate
2234,845,Adequate
2235,845,Adequate
2236,845,Adequate
2237,845,Adequate
2238,845,Adequate
2239,845,Adequate
2240,845,Adequate
2241,845,Adequate
2242,845,Adequate
2243,846,Adequate
2244,845,Adequate
2245,845,Adequate
2246,845,Adequate
2247,846,Adequate
2248,974,Adequate
2249,974,Adequate
2250,974,Adequate
2251,974,Adequate
2252,974,Adequate
2253,974,Adequate
2254,974,Adequate
2255,974,Adequate
2256,974,Adequate
2257,974,Adequate
2258,974,Adequate
2259,974,Adequate
2260,974,Adequate
2261,974,Adequate
2262,974,Adequate
2263,974,Adequate
2264,974,Adequate
2265,974,Adequate
2266,974,Adequate
2267,974,Adequate
2268,974,Adequate
2269,974,Adequate
2270,974,Adequate
2271,975,Adequate
2272,975,Adequate
2273,974,Adequate
2274,974,Adequate
2275,974,Adequate
2276,974,Adequate
2277,974,Adequate
2278,975,Adequate
2279,975,Adequate
2280,974,Adequate
2281,975,Adequate
2282,975,Adequate
2283,974,Adequate
2284,975,Adequate
2285,974,Adequate
2286,974,Adequate
2287,974,Adequate
2288,975,Adequate
2289,974,Adequate
2290,975,Adequate
2291,974,Adequate
2292,975,Adequate
2293,974,Adequate
2294,975,Adequate
2295,975,Adequate
2296,975,Adequate
2297,975,Adequate
2298,975,Adequate
2299,975,Adequate
2300,975,Adequate
2301,975,Adequate
2302,975,Adequate
2303,975,Adequate
2304,975,Adequate
2305,975,Adequate
2306,975,Adequate
2307,975,Adequate
2308,976,Adequate
2309,975,Adequate
2310,976,Adequate
2311,976,Adequate
2312,975,Adequate
2313,975,Adequate
2314,976,Adequate
2315,976,Adequate
2316,976,Adequate
2317,975,Adequate
2318,976,Adequate
2319,975,Adequate
2320,976,Adequate
2321,975,Adequate
2322,976,Adequate
2323,976,Adequate
2324,975,Adequate
2325,975,Adequate
2326,976,Adequate
2327,976,Adequate
2328,976,Adequate
2329,976,Adequate
2330,975,Adequate
2331,976,Adequate
2332,976,Adequate
2333,1013,Dry
2334,1013,Dry
2335,1013,Dry
2336,1013,Dry
2337,1013,Dry
2338,1013,Dry
2339,1014,Dry
2340,1014,Dry
2341,1014,Dry
2342,1014,Dry
2343,1014,Dry
2344,1014,Dry
2345,1014,Dry
2346,1014,Dry
2347,1014,Dry
2348,1014,Dry
2349,1014,Dry
2350,1014,Dry
2351,1015,Dry
2352,1014,Dry
2353,1014,Dry
2354,1014,Dry
2355,1015,Dry
2356,1015,Dry
2357,1014,Dry
2358,1015,Dry
2359,1015,Dry
2360,1015,Dry
2361,1015,Dry
2362,1015,Dry
2363,1015,Dry
2364,1015,Dry
2365,1015,Dry
2366,1015,Dry
2367,1015,Dry
2368,1015,Dry
2369,1015,Dry
2370,1015,Dry
2371,1015,Dry
2372,1015,Dry
2373,1015,Dry
2374,1015,Dry
2375,1015,Dry
2376,1015,Dry
2377,1016,Dry
2378,1017,Dry
2379,1017,Dry
2380,1017,Dry
2381,1015,Dry
2382,1016,Dry
2383,1016,Dry
2384,1015,Dry
2385,1016,Dry
2386,1016,Dry
2387,1016,Dry
2388,1017,Dry
2389,1016,Dry
2390,1017,Dry
2391,1017,Dry
2392,1016,Dry
2393,1017,Dry
2394,1017,Dry
2395,1017,Dry
2396,1017,Dry
2397,1017,Dry
2398,1017,Dry
2399,1017,Dry
2400,1017,Dry
2401,1017,Dry
2402,1017,Dry
2403,1016,Dry
2404,1017,Dry
2405,1017,Dry
2406,1017,Dry
2407,1017,Dry
2408,1017,Dry
2409,1017,Dry
2410,885,Adequate
2411,886,Adequate
2412,886,Adequate
2413,888,Adequate
2414,888,Adequate
2415,888,Adequate
2416,888,Adequate
2417,888,Adequate
2418,888,Adequate
2419,889,Adequate
2420,888,Adequate
2421,889,Adequate
2422,889,Adequate
2423,889,Adequate
2424,889,Adequate
2425,889,Adequate
2426,889,Adequate
2427,889,Adequate
2428,890,Adequate
2429,890,Adequate
2430,890,Adequate
2431,890,Adequate
2432,890,Adequate
2433,890,Adequate
2434,890,Adequate
2435,891,Adequate
2436,890,Adequate
2437,890,Adequate
2438,890,Adequate
2439,891,Adequate
2440,891,Adequate
2441,891,Adequate
2442,892,Adequate
2443,892,Adequate
2444,891,Adequate
2445,892,Adequate
2446,893,Adequate
2447,893,Adequate
2448,893,Adequate
2449,893,Adequate
2450,893,Adequate
2451,893,Adequate
2452,893,Adequate
2453,893,Adequate
2454,893,Adequate
2455,893,Adequate
2456,894,Adequate
2457,894,Adequate
2458,893,Adequate
2459,893,Adequate
2460,894,Adequate
2461,893,Adequate
2462,894,Adequate
2463,893,Adequate
2464,894,Adequate
2465,894,Adequate
2466,894,Adequate
2467,894,Adequate
2468,893,Adequate
2469,894,Adequate
2470,894,Adequate
2471,894,Adequate
2472,894,Adequate
2473,894,Adequate
2474,894,Adequate
2475,894,Adequate
2476,894,Adequate
2477,894,Adequate
2478,894,Adequate
2479,894,Adequate
2480,894,Adequate
2481,894,Adequate
2482,894,Adequate
2483,894,Adequate
2484,894,Adequate
2485,894,Adequate
2486,894,Adequate
2487,895,Adequate
2488,894,Adequate
2489,894,Adequate
2490,807,Adequate
2491,812,Adequate
2492,888,Adequate
2493,883,Adequate
2494,885,Adequate
2495,885,Adequate
2496,886,Adequate
2497,886,Adequate
2498,888,Adequate
2499,888,Adequate
2500,1024,Dry
2501,1018,Dry
2502,1018,Dry
2503,1018,Dry
2504,1018,Dry
2505,1020,Dry
2506,1018,Dry
2507,1018,Dry
2508,1018,Dry
2509,1020,Dry
2510,1018,Dry
2511,1018,Dry
2512,1018,Dry
2513,1018,Dry
2514,1020,Dry
2515,1020,Dry
2516,1018,Dry
2517,1020,Dry
2518,1020,Dry
2519,1020,Dry
2520,1020,Dry
2521,1018,Dry
2522,1020,Dry
2523,1020,Dry
2524,1020,Dry
2525,1020,Dry
2526,1020,Dry
2527,1020,Dry
2528,1020,Dry
2529,1018,Dry
2530,1020,Dry
2531,1020,Dry
2532,1004,Dry
2533,1001,Dry
2534,1001,Dry
2535,1002,Dry
2536,1001,Dry
2537,1002,Dry
2538,1002,Dry
2539,1001,Dry
2540,1003,Dry
2541,1001,Dry
2542,1001,Dry
2543,1004,Dry
2544,1003,Dry
2545,1004,Dry
2546,1024,Dry
2547,1024,Dry
2548,1024,Dry
2549,1024,Dry
2550,1024,Dry
2551,1024,Dry
2552,356,Wet
2553,430,Wet
2554,466,Wet
2555,521,Adequate
2556,535,Adequate
2557,541,Adequate
2558,543,Adequate
2559,543,Adequate
2560,543,Adequate
2561,542,Adequate
2562,542,Adequate
2563,327,Wet
2564,373,Wet
2565,403,Wet
2566,440,Wet
2567,457,Wet
2568,462,Wet
2569,464,Wet
2570,465,Wet
2571,465,Wet
2572,465,Wet
2573,464,Wet
2574,463,Wet
2575,464,Wet
2576,462,Wet
2577,461,Wet
2578,461,Wet
2579,1024,Dry
2580,1024,Dry
2581,1024,Dry
2582,1024,Dry
2583,1024,Dry
2584,1024,Dry
2585,1024,Dry
2586,1024,Dry
2587,1024,Dry
2588,1024,Dry
2589,1024,Dry
2590,1024,Dry
2591,1024,Dry
2592,1024,Dry
2593,1024,Dry
2594,1024,Dry
2595,1024,Dry
2596,1024,Dry
2597,436,Wet
2598,1024,Dry
2599,412,Wet
2600,1024,Dry
2601,410,Wet
2602,544,Adequate
2603,386,Wet
2604,404,Wet
2605,410,Wet
2606,1024,Dry
2607,413,Wet
2608,1024,Dry
2609,458,Wet
2610,334,Wet
2611,339,Wet
2612,377,Wet
2613,382,Wet
2614,387,Wet
2615,388,Wet
2616,369,Wet
2617,388,Wet
2618,397,Wet
2619,404,Wet
2620,414,Wet
2621,404,Wet
2622,414,Wet
2623,1024,Dry
2624,1024,Dry
2625,1024,Dry
2626,1024,Dry
2627,1024,Dry
2628,1024,Dry
2629,1024,Dry
2630,1024,Dry
2631,9,Wet
2632,8,Wet
2633,8,Wet
2634,5,Wet
2635,7,Wet
2636,8,Wet
2637,4,Wet
2638,4,Wet
2639,10,Wet
2640,10,Wet
2641,4,Wet
2642,8,Wet
2643,6,Wet
2644,8,Wet
2645,8,Wet
2646,5,Wet
2647,5,Wet
2648,6,Wet
2649,6,Wet
2650,7,Wet
2651,5,Wet
2652,6,Wet
2653,7,Wet
2654,8,Wet
2655,4,Wet
2656,3,Wet
2657,7,Wet
2658,4,Wet
2659,8,Wet
2660,7,Wet
2661,9,Wet
2662,4,Wet
2663,7,Wet
2664,3,Wet
2665,6,Wet
2666,6,Wet
2667,5,Wet
2668,5,Wet
2669,8,Wet
2670,7,Wet
2671,6,Wet
2672,5,Wet
2673,4,Wet
2674,8,Wet
